url_path,views_total,views_unique
/maziggy/bambuddy,2877,1772
/maziggy/bambuddy/issues,703,244
/maziggy/bambuddy/releases,358,215
/maziggy/bambuddy/releases/tag/v0.2.4.9,199,164
/maziggy/bambuddy/releases/tag/v1.2.5,148,114
/maziggy/bambuddy/pulls,127,81
/maziggy/bambuddy/blob/main/docker-compose.yml,111,67
/maziggy/bambuddy/blob/main/slicer-api/README.md,89,58
/maziggy/bambuddy/tree/main,73,54
/maziggy/bambuddy/commits/main,71,13
