url_path,views_total,views_unique
/maziggy/bambuddy,3388,2016
/maziggy/bambuddy/issues,832,278
/maziggy/bambuddy/releases,472,281
/maziggy/bambuddy/pulls,249,130
/maziggy/bambuddy/releases/tag/v1.2.5,208,160
/maziggy/bambuddy/pull/2666,141,114
/maziggy/bambuddy/releases/tag/v1.2.5.1,139,117
/maziggy/bambuddy/blob/main/docker-compose.yml,131,83
/maziggy/bambuddy/releases/tag/v0.2.4.9,97,81
/maziggy/bambuddy/blob/main/slicer-api/README.md,94,60
