url_path,views_total,views_unique
/maziggy/bambuddy,2814,1686
/maziggy/bambuddy/issues,695,228
/maziggy/bambuddy/releases,319,205
/maziggy/bambuddy/releases/tag/v0.2.4.9,213,176
/maziggy/bambuddy/pulls,112,67
/maziggy/bambuddy/blob/main/docker-compose.yml,103,62
/maziggy/bambuddy/blob/main/slicer-api/README.md,84,55
/maziggy/bambuddy/releases/tag/v1.2.5,78,65
/maziggy/bambuddy/commits/main,69,14
/maziggy/bambuddy/issues/2549,68,5
