url_path,views_total,views_unique
/maziggy/bambuddy,2932,1777
/maziggy/bambuddy/issues,727,243
/maziggy/bambuddy/releases,362,219
/maziggy/bambuddy/pulls,207,120
/maziggy/bambuddy/releases/tag/v1.2.5,178,138
/maziggy/bambuddy/releases/tag/v0.2.4.9,176,145
/maziggy/bambuddy/blob/main/docker-compose.yml,114,71
/maziggy/bambuddy/blob/main/slicer-api/README.md,89,57
/maziggy/bambuddy/tree/main,76,56
/maziggy/bambuddy/commits/main,69,12
